id;name;publisher;region;languages;group;imagesize;serial;titleid;imgcrc;filename;releasename;trimmedsize;firmware;type;card
1;Tom Clancy's Ghost Recon - Shadow Wars;Ubisoft;EUR;en,fr,de,it,es;Legacy;2048;CTR-AGRP;0004000000037500;5BD0B123;lgc-grsw;Tom_Clancys_Ghost_Recon_Shadow_Wars_EUR_3DS-LGC;229750272;100E;1;1
2;Super Monkey Ball 3D;SEGA;EUR;en,fr,de,it,es;Legacy;2048;CTR-ASMP;0004000000038900;ABD37EE3;lgc-mb3d;Super_Monkey_Ball_3D_EUR_3DS-LGC;232271360;100E;1;1
3;LEGO Star Wars III - The Clone Wars;LucasArts;EUR;en,fr,de,it,es,da;Legacy;4096;CTR-ALGP;0004000000038C00;318617EC;lgc-lsw3;Lego_StarWars_III_EUR_3DS-LGC;491603456;100E;1;1
4;The Legend of Zelda - Ocarina of Time 3D;Nintendo;EUR;en,fr,de,it,es;Legacy;4096;CTR-AQEP;0004000000033600;D65A17D9;lgc-loz;The_Legend_Of_Zelda_Ocarina_Of_Time_3D_EUR_3DS-LGC;487512576;110E;1;1
5;Super Mario 3D Land;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;Legacy;4096;CTR-AREP;0004000000053F00;C838AF40;lgc-sm3d;Super_Mario_3D_Land-EUR_3DS-LGC;325187072;220E;1;1
6;StarFox 64 3D ;Nintendo;EUR;en,fr,de,it,es;Legacy;8192;CTR-ANRP;0004000000049100;582F2393;lgc-sf64;StarFox_64_3D_EUR_3DS-LGC;656225280;210E;1;1
7;PilotWings Resort;Nintendo;EUR;en,fr,de,it,es;Legacy;1024;CTR-AWAP;0004000000031D00;B3D832CE;lgc-pwr;PilotWings_Resort_EUR_3DS-LGC;102986240;100E;1;1
8;Resident Evil - The Mercenaries 3D;Capcom;EUR;en,fr,de,it,es;Legacy;8192;CTR-ABMP;0004000000038B00;F646F194;lgc-retm;Resident_Evil_The_Mercenaries_3D_EUR_3DS-LGC;703942144;100E;1;1
9;Puzzle Bobble Universe;Square Enix;EUR;en,fr,de,it,es;Legacy;1024;CTR-ABBP;0004000000033800;6B083DE1;lgc-pbu;Puzzle_Bobble_Universe_EUR_3DS-LGC;76549632;100E;1;1
10;Rayman 3D;Ubisoft;EUR;en,fr,de,it,es;Legacy;2048;CTR-ARYP;0004000000033900;AA5A128B;lgc-r3d;Rayman_3D_EUR_3DS-LGC;203188224;100E;1;1
11;Super Street Fighter IV - 3D Edition;Capcom;EUR;en,fr,de,it,es;Legacy;16384;CTR-ASSP;0004000000033C00;4D7A0191;lgc-ssf4;Super_Street_Fighter_IV_3D_EUR_3DS-LGC;1837340160;100E;1;1
12;Dead or Alive - Dimensions;Koei;EUR;en,fr,de,it,es,nl;Legacy;16384;CTR-ADDP;0004000000038A00;52518AB3;lgc-doad;Dead_Or_Alive_Dimensions_EUR_3DS-LGC;1440866816;100E;1;1
13;Tom Clancy's Splinter Cell 3D;Ubisoft;EUR;en,fr,de,it,es;Legacy;16384;CTR-ASCP;0004000000033A00;F73BDD7B;lgc-sc3d;Splinter_Cell_3D_EUR_3DS-LGC;1810411008;100E;1;1
14;Ridge Racer 3D;Namco;EUR;en,fr,de,it,es;Legacy;8192;CTR-ARRP;0004000000033B00;3CCDB3A7;lgc-rr3d;Ridge_Racer_3D_EUR_3DS-LGC;815070720;100E;1;1
15;Doctor Lautrec and The Forgotten Knights;Konami;EUR;en,fr,de,it,es;Legacy;16384;CTR-ADLP;0004000000056200;6AD0826E;lgc-dlf;Doctor_Lautrec_And_The_Forgotten_Knights_EUR_3DS-LGC;1557019136;210E;1;1
16;Mario Kart 7;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;Legacy;8192;CTR-AMKP;0004000000030700;73C1F8D4;lgc-mk7;Mario_Kart_7_EUR_3DS-LGC;691800576;220E;1;1
17;Cubic Ninja;Ubisoft;EUR;en,fr,de,it,es,nl;CONTRAST;1024;CTR-AQNP;000400000004B300;494E75BB;ctr-aqnp;CubicNinjaEUR3DS-CONTRAST;184078848;100E;1;1
18;Steel Diver;Nintendo;EUR;en,fr,de,it,es;CONTRAST;2048;CTR-ASDP;0004000000032300;81F3BD0D;ctr-asdp;SteelDiverEUR3DS-CONTRAST;179480064;110E;1;1
19;Tetris;Nintendo;EUR;en,fr,de,it,es,nl;CONTRAST;2048;CTR-ATLP;000400000004C100;3600DF06;ctr-atlp;TetrisEUR3DS-CONTRAST;91917824;100E;1;1
20;Asphalt 3D;Ubisoft;EUR;en,fr,de,it,es;CONTRAST;4096;CTR-ASFP;0004000000037600;A6E2CE35;ctr-asfp;Asphalt3DEUR3DS-CONTRAST;465382400;100E;1;1
21;LEGO Pirates of the Caribbean - The Video Game;Disney Interactive Studios;EUR;en,fr,de,it,es,nl,sv,nb;CONTRAST;4096;CTR-APCP;0004000000045600;A28B3587;ctr-apcp;LEGOPiratesoftheCaribbeanTheVideoGameEUR3DS-CONTRAST;431763456;100E;1;1
22;Driver Renegate 3D;Ubisoft;EUR;en,fr,de,it,es,nl;CONTRAST;4096;CTR-ADRP;0004000000037800;E84F1073;ctr-adrp;DriverRenegade3DEUR3DS-CONTRAST;491903488;110E;1;1
23;The Sims 3;EA;EUR;en,fr,de,it,es,nl;CONTRAST;4096;CTR-AS3P;0004000000033D00;892F915E;ctr-as3p;TheSims3EUR3DS-CONTRAST;409545728;100E;1;1
24;Madden NFL Football;EA;EUR;en;CONTRAST;8192;CTR-AMDP;0004000000033E00;37166B46;ctr-amdp;MaddenNFLFootballEUR3DS-CONTRAST;716794880;100E;1;1
25;Ridge Racer 3D;Namco;JPN;ja;CONTRAST;8192;CTR-ARRJ;0004000000032800;21923234;ctr-arrj;RidgeRacer3DJPN3DS-CONTRAST;815070208;100J;1;1
26;Super Pokemon Rumble;Nintendo;EUR;en,fr,de,it,es;CONTRAST;4096;CTR-ACCP;0004000000066D00;9F55BF1D;ctr-accp;SuperPokemonRumbleEUR3DS-CONTRAST;372792320;210E;1;1
27;Tales of the Abyss;Namco;EUR;en;CONTRAST;16384;CTR-AABP;000400000005D700;CDB69868;ctr-aabp;TalesoftheAbyssEUR3DS-CONTRAST;1677613568;210E;1;1
28;Green Lantern Rise of the Manhunters;Warner Bros Games;EUR;en,fr,de,it,es,nl;CONTRAST;2048;CTR-AGLP;0004000000043500;A2C316B8;ctr-aglp;GreenLanternRiseoftheManhuntersEUR3DS-CONTRAST;213629952;100E;1;1
29;Thor God of Thunder;SEGA;EUR;en,fr,de,it,es;CONTRAST;16384;CTR-AGTP;0004000000043B00;7F63EB82;ctr-agtp;ThorGodofThunderEUR3DS-CONTRAST;1578985984;110E;1;1
30;Dream Trigger;Namco;EUR;en,fr,es;CONTRAST;2048;CTR-ADTP;000400000004C800;5A517D2A;ctr-adtp;DreamTrigger3DEUR3DS-CONTRAST;223773696;100E;1;1
31;Ridge Racer 3D;Namco;USA;en,fr,es;CONTRAST;8192;CTR-ARRE;0004000000035800;6E3CC467;ctr-arre;RidgeRacer3DUSA3DS-CONTRAST;815070720;100U;1;1
32;PilotWings Resort;Nintendo;USA;en,fr,es;CONTRAST;1024;CTR-AWAE;0004000000031C00;340D616B;ctr-awae;PilotwingsResortUSA3DS-CONTRAST;101605888;100U;1;1
33;The Legend of Zelda - Ocarina of Time 3D;Nintendo;USA;en,fr,es;CONTRAST;4096;CTR-AQEE;0004000000033500;6D2CBD87;ctr-aqee;TheLegendofZeldaOcarinaofTime3DUSA3DS-CONTRAST;481778176;110U;1;1
34;Steel Diver;Nintendo;USA;en,fr,es;CONTRAST;2048;CTR-ASDE;0004000000032400;FB907D9D;ctr-asde;SteelDiverUSA3DS-CONTRAST;184009216;100U;1;1
35;Nintendogs + Cats - Toy Poodle and New Friends;Nintendo;USA;en,fr,es;CONTRAST;4096;CTR-ADCE;0004000000031700;843059A8;ctr-adce;NintendogsplusCatsToyPoodleandNewFriendsUSA3DS-CONTRAST;477376000;100U;1;1
36;Tom Clancys Ghost Recon Shadow Wars;Ubisoft;USA;en,fr,es;CONTRAST;2048;CTR-AGRE;0004000000035A00;FCB6E64F;ctr-agre;TomClancysGhostReconShadowWarsUSA3DS-CONTRAST;229750272;100U;1;1
37;Super Street Fighter IV - 3D Edition;Capcom;USA;en,fr,es;CONTRAST;16384;CTR-ASSE;0004000000032D00;DA9A5682;ctr-asse;SuperStreetFighterIV3DEditionUSA3DS-CONTRAST;1769211392;100U;1;1
38;Blazblue - Continuum Shift II;Arc System Works;EUR;en,ja,zh,ko;CONTRAST;16384;CTR-ABLP;0004000000051100;8DC76644;ctr-ablp;BlazblueContinuumShiftIIEUR3DS-CONTRAST;1378733568;210E;1;1
39;Cave Story 3D;NIS America;USA;en;VENOM;4096;CTR-ACVE;000400000004A100;74ED904E;v-cst3;Cave_Story_3D_USA_3DS-VENOM;487511040;210U;1;1
40;Mario Kart 7;Nintendo;USA;en;VENOM;8192;CTR-AMKE;0004000000030800;5926953F;v-mk7;Mario_Kart_7_USA_3DS-VENOM;686422528;220U;1;1
41;Super Mario 3D Land;Nintendo;USA;en;VENOM;4096;CTR-AREE;0004000000054000;5AB5A888;v-sm3d;Super_Mario_3D_Land_USA_3DS-VENOM;321406464;220U;1;1
42;Super Monkey Ball 3D;SEGA;USA;en;VENOM;2048;CTR-ASME;0004000000037000;E296A43C;v-smnk;Super_Monkey_Ball_3D_USA_3DS-VENOM;232271360;100U;1;1
43;Sonic Generations;SEGA;USA;en;VENOM;8192;CTR-ASNE;0004000000062300;0179DAEE;v-sgen;Sonic_Generations_USA_3DS-VENOM;652482560;210U;1;1
44;StarFox 64 3D;Nintendo;USA;en;VENOM;8192;CTR-ANRE;0004000000049000;5AE20F5A;v-sfx3;Star_Fox_64_3D_USA_3DS-VENOM;620524544;210U;1;1
45;Shinobi;SEGA;USA;en;VENOM;4096;CTR-ASVE;0004000000055B00;CBC5C461;v-snbi;Shinobi_USA_3DS-VENOM;383528960;210U;1;1
46;BitTrip Saga;Aksys Games;USA;en;VENOM;4096;CTR-ABTE;0004000000045F00;BBB9E27B;v-btps;Bit_Trip_Saga_USA_3DS-VENOM;320148480;210U;1;1
47;SpongeBob SquigglePants;THQ;EUR;en,fr,de,it,es,nl;CONTRAST;2048;CTR-ASGP;000400000004EA00;C6CE4599;ctr-asgp;SpongeBobSquigglePantsEUR3DS-CONTRAST;228742144;100E;1;1
48;Captain America - Super Soldier;SEGA;EUR;en,fr,de,it,es;CONTRAST;8192;CTR-ACAP;0004000000043A00;6E6D1CFC;ctr-acap;CaptainAmericaSuperSoldierEUR3DS-CONTRAST;751223808;210E;1;1
49;Pro Evolution Soccer 2011 3D;Konami;EUR;en,fr,de;CONTRAST;8192;CTR-AEEP;0004000000037C00;E474048A;ctr-aeep;ProEvolutionSoccer20113DEUR3DS-CONTRAST;910748672;100E;1;1
50;Harvest Moon 3D - The Tale of Two Towns;Natsume;USA;en;VENOM;4096;CTR-AT2E;0004000000047900;367F738F;v-htt3;Harvest_Moon_The_Tale_of_Two_Towns_USA_3DS-VENOM;268802560;210U;1;1
51;Dead or Alive - Dimensions;Koei;USA;en;VENOM;16384;CTR-ADDE;0004000000034F00;787703F3;v-doad;Dead_or_Alive_Dimensions_USA_3DS-VENOM;1440866816;100U;1;1
52;The Adventures of Tintin - The Secret of the Unicorn;Ubisoft;EUR;en,fr,de,it,es,nl,da,sv,nb,fi;CONTRAST;4096;CTR-ATNP;0004000000037900;0F6AB0C9;ctr-atnp;TheAdventuresofTintinTheSecretoftheUnicornEUR3DS-CONTRAST;435759104;210E;1;1
53;Shin Megami Tensei - Devil Survivor Overclocked;Atlus;USA;en;VENOM;16384;CTR-AMTE;0004000000038800;E5A3E870;v-dsoc;Shin_Megami_Tensei_Devil_Survivor_Overclocked_USA_3DS-VENOM;1208507392;110U;1;1
54;Tetris Axis;Nintendo;USA;en;VENOM;2048;CTR-ATLE;0004000000043800;2F439F5E;v-teax;Tetris_Axis_USA_3DS-VENOM;177206272;210U;1;1
55;Nano Assault;Majesco Entertainment;USA;en;VENOM;2048;CTR-AN3E;0004000000047B00;6555F235;v-nnas;Nano_Assault_USA_3DS-VENOM;149521408;210U;1;1
56;Shinobi;SEGA;EUR;en,fr,de,it,es;CONTRAST;4096;CTR-ASVP;000400000005AA00;69AF12DC;ctr-asvp;ShinobiEUR3DS-CONTRAST;386023424;210E;1;1
57;Naruto Shippuden 3D - The New Era;505 Games;FRA;fr,it;CONTRAST;2048;CTR-ANTF;0004000000044400;496FB03D;ctr-antf;NarutoShippuden3DTheNewEraEURMULTi23DS-CONTRAST;205864960;100E;1;1
58;Sudoku - The Puzzle Game Collection;Hudson Soft;EUR;en,fr,de,it,es;CONTRAST;2048;CTR-AS9P;0004000000043400;CDDB4687;ctr-as9p;SudokuThePuzzleGameCollectionEUR3DS-CONTRAST;191593472;100E;1;1
59;Combat of Giants - Dinosaurs 3D;Ubisoft;EUR;en,fr,de,it,es,nl,da,sv,nb;CONTRAST;4096;CTR-ATTP;0004000000034B00;7D3F1BBB;ctr-attp;CombatofGiantsDinosaurs3DEUR3DS-CONTRAST;378967552;100E;1;1
60;Zoo Resort 3D;Ubisoft;EUR;en,fr,de,it,es,nl;CONTRAST;4096;CTR-AZOP;000400000004B200;40A093AF;ctr-azop;ZooResort3DEUR3DS-CONTRAST;397706752;110E;1;1
61;Blazblue - Continuum Shift II;Aksys Games;USA;en;VENOM;16384;CTR-ABLZ;000400000004AC00;EF2361DA;v-blzb;BlazBlue_Continuum_Shift_II_USA_3DS-VENOM;1364467200;100U;1;1
62;Transformers - Dark of the Moon - Stealth Force Edition;Activision;EUR;en,fr,de,it,es;CONTRAST;8192;CTR-ATFP;000400000004D000;189B2744;ctr-atfp;TransformersDarkoftheMoonStealthForceEditionEUR3DS-CONTRAST;760743424;100E;1;1
63;Ace Combat - Assault Horizon Legacy;Namco;USA;en,fr,es;VENOM;8192;CTR-AC3E;0004000000064900;A0FC6799;v-acah;Ace_Combat_Assault_Horizon_Legacy_USA_3DS-VENOM;723230208;210U;1;1
64;Layton Kyouju to Kiseki no Kamen;Level5;JPN;ja;CONTRAST;8192;CTR-AKKJ;0004000000031F00;B407CFDE;ctr-akkj;LaytonKyoujutoKisekinoKamenJPN3DS-CONTRAST;864550400;100J;1;1
65;Super Street Fighter IV - 3D Edition;Capcom;JPN;ja;CONTRAST;16384;CTR-ASSJ;0004000000030500;E02CC955;ctr-assj;SuperStreetFighterIV3DEditionJPN3DS-CONTRAST;1699529216;100J;1;1
66;F1 2011;Codemasters;EUR;en,fr,de,it,es;CONTRAST;8192;CTR-AF4P;000400000006A600;48DCC2A4;ctr-af4p;F12011EUR3DS-CONTRAST;909465088;210E;1;1
67;Ace Combat - Assault Horizon Legacy;Namco;EUR;en,fr,de,it,es;CONTRAST;8192;CTR-AC3P;000400000006CC00;42AFB9D0;ctr-ac3p;AceCombatAssaultHorizonLegacyEUR3DS-CONTRAST;725725184;210E;1;1
68;DualPenSports;Namco;EUR;en,fr,de,it,es;CONTRAST;2048;CTR-APPP;0004000000045400;09CF2035;ctr-appp;DualPenSportsEUR3DS-CONTRAST;191875072;110E;1;1
69;Mahjong Cub3d;Atlus;USA;en;VENOM;1024;CTR-ASHE;000400000004EB00;C6F43ACF;v-mjcb;Mahjong_Cub3d_USA_3DS-VENOM;95927808;210U;1;1
70;Pokemon Rumble Blast;Nintendo;USA;en;VENOM;4096;CTR-ACCE;0004000000066C00;22430335;v-pmrb;Pokemon_Rumble_Blast_USA_3DS-VENOM;340543488;210U;1;1
71;The Sims 3 - Pets;Electronic Arts;USA;en;VENOM;4096;CTR-AS4E;000400000005A300;F8396E53;v-s3p;The_Sims_3_Pets_USA_3DS-VENOM;423903744;210U;1;1
72;LEGO Harry Potter - Years 5-7;Warner Bros Games;USA;en;VENOM;4096;CTR-AHPE;000400000004A400;FEB6C480;v-lghp;LEGO_Harry_Potter_Years_5_to_7_USA_3DS-VENOM;509037568;210U;1;1
73;LEGO Pirates of the Caribbean - The Video Game;Disney Interactive Studios;USA;en;VENOM;4096;CTR-APCE;0004000000037400;13757E50;v-lgpc;LEGO_Pirates_of_the_Caribbean_USA_3DS-VENOM;431718400;100U;1;1
74;Cartoon Network - Punch Time Explosion;Deep Silver;EUR;en,fr,de,it,es;CONTRAST;4096;CTR-ACNP;0004000000061100;CB043047;ctr-acnp;CartoonNetworkPunchTimeExplosionEUR3DS-CONTRAST;471354368;210E;1;1
75;LEGO Star Wars III - The Clone Wars;LucasArts;USA;en;VENOM;4096;CTR-ALGE;0004000000035400;B6ADC23B;v-lgsw;LEGO_Star_Wars_III_The_Clone_Wars_USA_3DS-VENOM;491603456;100U;1;1
76;WWE All Stars;THQ;USA;en;VENOM;16384;CTR-AWEE;0004000000052400;6E517A7B;v-wwea;WWE_All_Stars_USA_3DS-VENOM;1972251648;210U;1;1
77;FIFA 12;Electronic Arts;EUR;en,fr,nl;CONTRAST;16384;CTR-AF2P;0004000000044700;4C5B6C72;ctr-af2p;FIFA12EUR3DS-CONTRAST;1578812928;210E;1;1
78;Samurai Warriors Chronicles;Koei;USA;en;VENOM;16384;CTR-A66E;0004000000034D00;A64B003D;v-swrc;Samurai_Warriors_Chronicles_USA_3DS-VENOM;1495070720;100U;1;1
79;Tom Clancy's Splinter Cell 3D;Ubisoft;USA;en;VENOM;16384;CTR-ASCZ;0004000000040100;36007C51;v-sc3d;Tom_Clancys_Splinter_Cell_3D_USA_3DS-VENOM;1388244480;100U;1;1
80;Resident Evil - Revelations;Capcom;EUR;en,fr,de,it,es,ja;CONTRAST;32768;CTR-ABRP;000400000005EE00;C4D00D47;ctr-abrp;ResidentEvilRevelationsEUR3DS-CONTRAST;3399024640;220E;1;1
81;FIFA Soccer 12;Electronic Arts;USA;en;VENOM;16384;CTR-AF2E;0004000000047A00;28E2C714;v-fif2;FIFA_Soccer_12_USA_3DS-VENOM;1680070144;210U;1;1
82;Bust-a-Move Universe;Square Enix;USA;en;VENOM;1024;CTR-ABBE;0004000000035E00;DAAB8752;v-bamu;Bust_A_Move_Universe_USA_3DS-VENOM;67597824;100U;1;1
83;Wipeout 2;Activision;USA;en;VENOM;2048;CTR-AWPE;000400000004DD00;71090992;v-wpt2;Wipeout_2_USA_3DS-VENOM;213237248;210U;1;1
84;Marvel Super Hero Squad - The Infinity Gauntlet;THQ;EUR;en,fr,it,es;CONTRAST;4096;CTR-AMSP;000400000004E900;44948F08;ctr-amsp;MarvelSuperHeroSquadTheInfinityGauntletEUR3DS-CONTRAST;384482816;110E;1;1
85;Pac-Man Party 3D;Namco;USA;en;VENOM;2048;CTR-AP9E;0004000000068B00;3FCD8AC3;v-pmp3;Pac_Man_Party_3D_USA_3DS-VENOM;224494080;210U;1;1
86;Rabbids Travel in Time 3D;Ubisoft;USA;en;VENOM;2048;CTR-ARBE;0004000000035700;9292B18E;v-rtit;Rabbids_Travel_in_Time_3D_USA_3DS-VENOM;124189696;100U;1;1
87;SpongeBob SquigglePants;THQ;USA;en;VENOM;2048;CTR-ASGE;0004000000044500;13824D3C;v-sbsp;SpongeBob_SquigglePants_3D_USA_3DS-VENOM;228742144;100U;1;1
88;Rabbids 3D;Ubisoft;EUR;en,fr,de,it,es,nl,da,sv,nb,pt;CONTRAST;2048;CTR-ARBP;0004000000037700;0A34A240;ctr-arbp;Rabbids3DEUR3DS-CONTRAST;124254208;100E;1;1
89;WWE All Stars;THQ;EUR;en,fr,de,it,es;CONTRAST;16384;CTR-AWEP;0004000000056400;0DAF1A43;ctr-awep;WWEAllStarsEUR3DS-CONTRAST;1974742016;210E;1;1
90;Cooking Mama 4 - Kitchen Magic;Majesco Entertainment;USA;en;VENOM;2048;CTR-ACQE;000400000004E400;53F8EA13;v-cm4k;Cooking_Mama_4_Kitchen_Magic_USA_3DS-VENOM;239100416;210U;1;1
91;Michael Jackson - The Experience 3D;Ubisoft;EUR;en,fr,de,it,es;CONTRAST;4096;CTR-AMJP;0004000000037A00;7DE1C26A;ctr-amjp;MichaelJacksonTheExperience3DEUR3DS-CONTRAST;463588864;210E;1;1
92;Generator Rex - Agent of Providence;Activision;EUR;en,fr,de,it,es;CONTRAST;4096;CTR-AGXP;0004000000044900;ABBFAB37;ctr-agxp;GeneratorRexAgentofProvidenceEUR3DS-CONTRAST;352074752;210E;1;1
93;Pro Evolution Soccer 2011 3D;Konami;USA;en;VENOM;8192;CTR-AEEE;0004000000035600;8E32AA79;v-pes1;Pro_Evolution_Soccer_2011_3D_USA_3DS-VENOM;918531072;100U;1;1
94;Pro Evolution Soccer 2012 3D;Konami;USA;en;VENOM;8192;CTR-AE2E;0004000000067500;A2131EB3;v-pes2;Pro_Evolution_Soccer_2012_3D_USA_3DS-VENOM;965109248;210U;1;1
95;Dream Trigger 3D;D3 Publisher;USA;en;ABSTRAKT;2048;CTR-ADTE;0004000000043600;3017381C;as-dt3d;Dream_Trigger_3D_USA_3DS-ABSTRAKT;223575552;100U;1;1
96;Nintendogs + Cats - Golden Retriever and New Friends;Nintendo;USA;en;ABSTRAKT;4096;CTR-ADAE;0004000000030D00;9E898EDC;as-ncgr;Nintendogs_Cats_Golden_Retriever_and_New_Friends_USA_3DS-ABSTRAKT;477376000;100U;1;1
97;Cartoon Network - Punch Time Explosion;Crave Entertainment;USA;en;VENOM;4096;CTR-ACNE;0004000000043900;C37434D8;v-cnpt;Cartoon_Network_Punch_Time_Explosion_USA_3DS-VENOM;450598400;100U;1;1
98;Pac Man and Galaga Dimensions;Namco;USA;en;VENOM;4096;CTR-APGE;0004000000036300;BA2FE4B2;v-pmgd;Pac_Man_and_Galaga_Dimensions_USA_3DS-VENOM;491901440;110U;1;1
99;Driver Renegade 3D;Ubisoft;USA;en;VENOM;4096;CTR-ADRE;0004000000036000;95B739E3;v-drvr;Driver_Renegade_USA_3DS-VENOM;418527232;100U;1;1
100;James Noir's Hollywood Crimes;Ubisoft;USA;en;VENOM;4096;CTR-AHCE;0004000000036100;1CBA02B2;v-jnhc;James_Noirs_Hollywood_Crimes_USA_3DS-VENOM;471647232;110U;1;1
101;Skylanders Spyros Adventure;Activision;USA;en;VENOM;4096;CTR-ASPE;0004000000036E00;B4F0754D;v-skys;Skylanders_Spyros_Adventure_USA_3DS-VENOM;425972224;210U;1;1
102;James Noir's Hollywood Crimes 3D;Ubisoft;EUR;en,fr,de,it,es;CONTRAST;4096;CTR-AHCP;0004000000037B00;A48A081C;ctr-ahcp;JamesNoirsHollywoodCrimes3DEUR3DS-CONTRAST;418120192;100E;1;1
103;Tekken 3D Prime Edition;Namco;EUR;en,fr,de,it,es;CONTRAST;16384;CTR-ATKP;000400000007E900;A5A07DBD;ctr-atkp;Tekken3DPrimeEditionEUR3DS-CONTRAST;1539654656;210E;1;1
104;Mario and Sonic at the London 2012 Olympic Games;SEGA;USA;en;VENOM;4096;CTR-ACME;0004000000054800;A524C67E;v-msog;Mario_and_Sonic_at_the_London_2012_Olympic_Games_USA_3DS-VENOM;411406336;210U;1;1
105;Tales of the Abyss;Namco;USA;en;VENOM;16384;CTR-AABE;0004000000061300;D8A2BB6B;v-tota;Tales_of_the_Abyss_USA_3DS-VENOM;1675118080;210U;1;1
106;Tekken 3D - Prime Edition;Namco;USA;en;VENOM;16384;CTR-ATKE;0004000000080300;653C2BB7;v-t3dp;Tekken_3D_Prime_Edition_USA_3DS-VENOM;1531843584;210U;1;1
107;Metal Gear Solid - Snake Eater 3D;Konami;USA;en;VENOM;32768;CTR-AMGE;0004000000081E00;BC576CE7;v-mgs3;Metal_Gear_Solid_3D_Snake_Eater_USA_3DS-VENOM;3248401408;220U;1;1
108;Resident Evil - Revelations;Capcom;USA;en;VENOM;32768;CTR-ABRE;0004000000060200;A43E7EB8;v-rerl;Resident_Evil_Revelations_USA_3DS-VENOM;3396517888;220U;1;1
109;Mario and Sonic at the London 2012 Olympic Games;SEGA;EUR;en,fr,de,it,es,nl;CONTRAST;4096;CTR-ACMP;0004000000054900;9452067D;ctr-acmp;MarioandSonicattheLondon2012OlympicGamesEUR3DS-CONTRAST;479494144;210E;1;1
110;Asphalt 3D;Ubisoft;USA;en;VENOM;4096;CTR-ASFE;0004000000034C00;8BA96196;v-asph;Asphalt_3D_USA_3DS-VENOM;465382400;100U;1;1
111;Green Lantern Rise of the Manhunters;Warner Bros Games;USA;en;VENOM;2048;CTR-AGLE;0004000000035300;E4E0C387;v-glrm;Green_Lantern_Rise_of_the_Manhunters_USA_3DS-VENOM;213629952;100U;1;1
112;Happy Feet Two;Warner Bros Games;USA;en;VENOM;2048;CTR-AHFE;0004000000044300;5FD9AFA7;v-hft2;Happy_Feet_Two_USA_3DS-VENOM;219804160;210U;1;1
113;Nintendogs + Cats - French Bulldog and New Friends;Nintendo;USA;en;VENOM;4096;CTR-ADBE;0004000000031200;D5BA7BD4;v-ncfb;Nintendogs_and_Cats_French_Bulldog_and_New_Friends_USA_3DS-VENOM;477376000;100U;1;1
114;Rayman 3D;Ubisoft;USA;en;VENOM;2048;CTR-ARYE;0004000000036400;01CD61E5;v-raym;Rayman_3D_USA_3DS-VENOM;203188224;100U;1;1
115;Resident Evil The Mercenaries 3D;Capcom;USA;en;VENOM;8192;CTR-ABME;0004000000035900;658760CC;v-retm;Resident_Evil_The_Mercenaries_3D_USA_3DS-VENOM;703942144;100U;1;1
116;DualPenSports;Namco;USA;en;ABSTRAKT;1024;CTR-APPE;0004000000036600;224E2ADE;as-dpsu;DualPenSports_USA_3DS-ABSTRAKT;92123136;100U;1;1
117;Need for Speed - The Run;Electronic Arts;EUR;en,fr,de,it,es,nl;CONTRAST;8192;CTR-ANSP;0004000000051500;A81A0F8F;ctr-ansp;NeedforSpeedTheRunEUR3DS-CONTRAST;670704128;210E;1;1
118;Cubic Ninja;Ubisoft;USA;en;VENOM;1024;CTR-AQNE;0004000000046500;84EBDE8A;v-cubn;Cubic_Ninja_USA_3DS-VENOM;91917824;100U;1;1
119;Madden NFL Football;Electronic Arts;USA;en;VENOM;8192;CTR-AMDE;0004000000035500;0E4EB0DE;v-mnfl;Madden_NFL_Football_USA_3DS-VENOM;717081600;100U;1;1
120;The Sims 3;Electronic Arts;USA;en;VENOM;4096;CTR-AS3E;0004000000036500;0F0C0D6F;v-s33d;The_Sims_3_USA_3DS-VENOM;409545728;100U;1;1
121;Monster Hunter 3G;Capcom;JPN;ja;CONTRAST;16384;CTR-AMHJ;0004000000048100;8FA4EF59;ctr-amhj;MonsterHunter3GJPN3DS-CONTRAST;1851117568;220J;1;1
122;Metal Gear Solid - Snake Eater 3D;Konami;EUR;en,fr,de,it,es;CONTRAST;32768;CTR-AMGP;0004000000082400;B8831D97;ctr-amgp;MetalGearSolidSnakeEater3DEUR3DS-CONTRAST;3355417600;220E;1;1
123;Doctor Lautrec and the Forgotten Knights;Konami;USA;en;VENOM;16384;CTR-ADLE;0004000000036800;7460EE73;v-dlfk;Doctor_Lautrec_and_the_Forgotten_Knights_USA_3DS-VENOM;1495291904;210U;1;1
124;Nicktoons MLB 3D;2K Games;USA;en;VENOM;1024;CTR-ANKE;0004000000061200;FC9322B7;v-nmlb;Nicktoons_MLB_3D_USA_3DS-VENOM;103311360;210U;1;1
125;Transformers - Dark of the Moon - Stealth Force Edition;Activision;USA;en;VENOM;8192;CTR-ATFE;000400000004A500;5390E0E1;v-tdom;Transformers_Dark_of_the_Moon_Stealth_Force_Edition_USA_3DS-VENOM;599799296;100U;1;1
126;Reel Fishing 3D Paradise;Natsume;USA;en;ABSTRAKT;4096;CTR-ARFE;0004000000048D00;F87A200E;as-rfpd;Reel_Fishing_3D_Paradise_USA_3DS-ABSTRAKT;302587392;100U;1;1
