id;name;publisher;region;languages;group;imagesize;serial;titleid;imgcrc;filename;releasename;trimmedsize;firmware;type;card
580;Fifa 14;Electronic Arts;GER;de,it,es;ABSTRAKT;16384;CTR-AFYD;00040000000E7A00;E504947E;AS-F14M;FIFA_14_EUR_MULTi3_3DS-ABSTRAKT;1586733056;510E;1;1
581;Angry Birds - Star Wars;Activision;EUR;en,fr,de,it,es;ABSTRAKT;2048;CTR-ANDP;00040000000F7A00;A91958E1;AS-ABSW;Angry_Birds_Star_Wars_EUR_MULTi5_3DS-ABSTRAKT;203419648;510E;1;1
582;Teenage Mutant Ninja Turtles;Activision;EUR;en,fr,de,it,es;ABSTRAKT;4096;CTR-ANYP;00040000000F7900;A2E8832C;AS-TMNT;Teenage_Mutant_Ninja_Turtles_EUR_MULTi5_3DS-ABSTRAKT;362840064;510E;1;1
583;Tobidasu Puzzle Bobble 3D;Square Enix;JPN;ja;BAHAMUT;1024;CTR-ABBJ;0004000000032A00;9F56486E;b-tpb3d;Tobidasu_Puzzle_Bobble_3D_JPN_3DS-BAHAMUT;59369472;100J;1;1
584;Super Monkey Ball 3D;SEGA;JPN;ja;BAHAMUT;2048;CTR-ASMJ;0004000000032E00;0229A06E;b-smb3d;Super_Monkey_Ball_3D_JPN_3DS-BAHAMUT;232271360;100J;1;1
585;Bratz - Fashion Boutique;Activision;USA;en;BigBlueBox;1024;CTR-AB5E;00040000000A7300;D464FF93;BBB-P-AB5E;BratzFashionBoutiqueUSA3DS-BigBlueBox;90599936;410U;1;1
586;Virus Shooter XX;Dorart;JPN;ja;BAHAMUT;1024;CTR-AV4J;0004000000034200;45BD71D6;b-virusxx;Virus_Shooter_XX_JPN_3DS-BAHAMUT;12461056;100J;1;1
587;Bikkuriman Kanjuku Haoh - Sanmi Douran Sensouki;Nippon Ichi Software;JPN;ja;BAHAMUT;4096;CTR-AB9J;0004000000039F00;94509AE1;b-bmkhsdsj;Bikkuriman_Kanjuku_Haou_Sanmi_Douran_Sensouki_JPN_3DS-BAHAMUT;337105920;110J;1;1
588;Bibi Blocksberg - Das grosse Hexenbesenrennen 2;Kiddinx;GER;de;ABSTRAKT;2048;CTR-AA3D;00040000000D4C00;9475FF91;AS-BBHR2;Bibi_Blocksberg_Das_grosse_Hexenbesenrennen_2_GER_3DS-ABSTRAKT;254210048;510E;1;1
589;Beyblade - Evolution;Rising Star Games;EUR;en,fr,de,es;BigBlueBox;2048;CTR-ARXP;00040000000CBE00;EC39A5C3;BBB-P-ARXP;BeybladeEvolutionEUR3DS-BigBlueBox;215523328;510E;1;1
590;Regular Show - Mordecai and Rigby in 8Bit Land;D3 Publisher;EUR;en;BigBlueBox;1024;CTR-AEBP;00040000000FD000;4F8F6BDB;BBB-P-AEBP;RegularShowMordecaiandRigbyin8BitLandEUR3DS-BigBlueBox;64688128;510E;1;1
591;Games Festival 2;BigBen Interactive;EUR;en,fr,de,it,es,nl,da,sv,nb,fi,pt;VENOM;1024;CTR-AAFP;00040000000CD100;BADEE886;v-gf2;Games_Festival_2_3DS-VENOM;85852160;510E;1;1
592;LEGO Marvel Super Heroes - Universe in Peril;Warner Bros Games;GER;en,fr,de,it,es,nl,da;ABSTRAKT;4096;CTR-AL5D;00040000000F5D00;728672E4;AS-MUIP;LEGO_Marvel_Super_Heroes_Universe_in_Peril_EUR_MULTi7_3DS-ABSTRAKT;477294592;510E;1;1
593;Harvest Moon 3D - A New Beginning;Marvelous AQL Europe;EUR;en;ABSTRAKT;4096;CTR-ABQP;00040000000EAE00;1E7100EF;AS-HMNP;Harvest_Moon_A_New_Beginning_EUR_3DS-ABSTRAKT;387424256;510E;1;1
594;Power Rangers - Megaforce;Namco Bandai;EUR;en,fr,de,it,es;ABSTRAKT;2048;CTR-AZBP;00040000000EDE00;EA16B9F5;AS-PRMF;Power_Rangers_Megaforce_EUR_MULTi5_3DS-ABSTRAKT;244932608;510E;1;1
595;My Little Baby 3D;TREVA;EUR;en,fr,de,it,es;ABSTRAKT;1024;CTR-AYYP;00040000000F7100;082F0450;AS-MLB3D;My_Little_Baby_3D_3DS-ABSTRAKT;78045184;510E;1;1
596;Seisou no Amazones;Arc System Works;JPN;ja;BigBlueBox;8192;CTR-AZSJ;00040000000C0000;DEA7B409;BBB-P-AZSJ;SeisounoAmazonesJPN3DS-BigBlueBox;914337792;510J;1;1
597;Tomodachi Collection - Shin Seikatsu;Nintendo;JPN;ja;BigBlueBox;4096;CTR-EC6J;000400000008C500;7A351F42;BBB-P-EC6J;TomodachiCollectionShinSeikatsuJPN3DS-BigBlueBox;411881984;450J;1;2
598;Professor Layton and the Azran Legacy;Nintendo;UKV;en;BigBlueBox;8192;CTR-AL6P;00040000000F3000;99DFBCAF;BBB-P-AL6P;ProfessorLaytonandtheAzranLegacyEUR3DS-BigBlueBox;988360704;620E;1;1
599;Mystery Case Files - Dire Groves;Astragon;EUR;en;VENOM;2048;CTR-ADHP;00040000000C2A00;235F3840;v-mcdg;Mystery_Case_Files_Dire_Groves_3DS-VENOM;238227456;510E;1;1
600;SpongeBob SquarePants - Planktons Robotic Revenge;Activision;EUR;en,fr,de,it,es,nl,sv;ABSTRAKT;4096;CTR-ANXP;00040000000F4400;5B4B85FF;AS-SPRR;SpongeBob_SquarePants_Planktons_Robotic_Revenge_EUR_MULTi7_3DS-ABSTRAKT;516374528;510E;1;1
601;Monster High 13 Wishes;Namco Bandai;EUR;en,fr,de,it,es,nl,da,sv,nb,fi;ABSTRAKT;2048;CTR-AEFP;00040000000F0A00;5C3FB3BE;AS-MH13W;Monster_High_13_Wishes_EUR_MULTi10_3DS-ABSTRAKT;249118720;510E;1;1
602;Mario Party - Island Tour;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;ABSTRAKT;4096;CTR-ATSP;00040000000F8200;BF673F06;AS-MPIT;Mario_Party_Island_Tour_EUR_MULTi8_3DS-ABSTRAKT;288579584;620E;1;1
603;Professor Layton and the Miracle Mask;Nintendo;UKV;en;BigBlueBox;8192;CTR-AKKP;00040000000A8600;99410337;BBB-P-AKKP;ProfessorLaytonandtheMiracleMaskEUR3DS-BigBlueBox;863355392;430E;1;1
604;Disney Infinity;Disney Interactive;EUR;en,fr,de,it,es,nl;VENOM;8192;CTR-ADYP;00040000000DD500;439FDEEE;v-dinf;Disney_Infinity_3DS-VENOM;966258688;510E;1;1
605;Ben 10 Omniverse 2;Namco Bandai;EUR;en,fr,de,it,es;ABSTRAKT;1024;CTR-AEQP;00040000000F1B00;3AC32CD6;AS-BT02;Ben_10_Omniverse_2_EUR_MULTi5_3DS-ABSTRAKT;124133376;510E;1;1
606;Skylanders Swap Force;Activision;EUR;en,fr,de,it,es,nl,da,sv,nb,fi;BigBlueBox;8192;CTR-BSFP;00040000000E7F00;6CC84B15;BBB-P-BSFP;SkylandersSwapForceEUR3DS-BigBlueBox;881016832;510E;1;1
607;Skylanders Giants;Activision;EUR;en,fr,de,it,es,nl;BigBlueBox;4096;CTR-AG6P;00040000000A3500;D2DF1860;BBB-P-AG6P;SkylandersGiantsEUR3DS-BigBlueBox;477835776;410E;1;1
608;Senran Kagura - Shoujotachi no Shinei;Marvelous AQL;JPN;ja;BigBlueBox;8192;CTR-ABHJ;0004000000051B00;7887985E;BBB-P-ABHJ;SenranKaguraShoujotachinoShineiJPN3DS-BigBlueBox;813272064;210J;1;1
609;Disney Frozen - Olafs Quest;GSP;EUR;en,fr,de,it,nl;BigBlueBox;1024;CTR-AEHZ;0004000000106600;A9E6B1DA;BBB-P-AEHZ;DisneyFrozenOlafsQuestEUR3DS-BigBlueBox;80568320;510E;1;1
610;Professeur Layton et lHeritage des Aslantes;Nintendo;FRA;fr;CONTRAST;8192;CTR-AL6F;00040000000F3200;D1E77940;ctr-al6f;ProfesseurLaytonetLheritagedesAslantesFRA3DS-CONTRAST;989999104;620E;1;1
611;I Love my Pets;Bigben Interactive;EUR;en,fr,de,it,es,nl,da,sv,nb,fi,pt;CONTRAST;1024;CTR-AA6P;00040000000D1400;E5205F65;ctr-aa6p;ILovemyPetsEUR3DS-CONTRAST;98271744;450E;1;1
612;Luxor;Licensed 4U;EUR;en,fr,de,nl;CONTRAST;1024;CTR-ALXP;000400000006D100;90C30A64;ctr-alxp;LuxorEUR3DS-CONTRAST;64123392;450E;1;1
613;Jewel Quest IV - Heritage;Avanquest Software;EUR;en,fr,de,it,es,nl;CONTRAST;1024;CTR-AJ4P;000400000006CE00;47E39635;ctr-aj4p;JewelQuestIVHeritageEUR3DS-CONTRAST;130163200;430E;1;1
614;Cloudy with a Chance of Meatballs 2;Avanquest Software;EUR;en,fr,de,it,nl;VENOM;1024;CTR-AD5Z;0004000000101F00;F2062638;v-com2;Cloudy_with_a_Chance_of_Meatballs_2_3DS-VENOM;89694208;510E;1;1
615;Medarot 7 - Kabuto Ver;Rocket Company;JPN;ja;BigBlueBox;8192;CTR-AQBJ;0004000000065B00;9830E6E2;BBB-P-AQBJ;Medarot7KabutoVerJPN3DS-BigBlueBox;980869632;300J;1;1
616;Medarot 7 - Kuwagata Ver;Rocket Company;JPN;ja;BigBlueBox;8192;CTR-AQWJ;0004000000065A00;A0D6A806;BBB-P-AQWJ;Medarot7KuwagataVerJPN3DS-BigBlueBox;980869632;300J;1;1
617;Medarot Dual - Kabuto Ver;Rocket Company;JPN;ja;BigBlueBox;4096;CTR-AQVJ;000400000009EF00;6701B8FA;BBB-P-AQVJ;MedarotDualKabutoVerJPN3DS-BigBlueBox;379768832;510J;1;1
618;American Mensa Academy;Maximum Games;USA;en;BigBlueBox;1024;CTR-AMME;00040000000B8600;E8ED5526;bbb-p-amme;AmericanMensaAcademyUSA3DS-BigBlueBox;115298816;430U;1;1
619;My Farm 3D;Bigben Interactive;EUR;en,fr,de,it,es,nl,da,sv,nb,fi,pt;CONTRAST;1024;CTR-ANJP;00040000000C7500;62E640B2;ctr-anjp;MyFarm3DEUR3DS-CONTRAST;73486848;450E;1;1
620;LEGO Legends of Chima - Lavals Journey;Warner Bros Games;USA;en,fr,es,pt;BigBlueBox;4096;CTR-APRE;00040000000AF800;09AFDA53;bbb-p-apre;LEGOLegendsofChimaLavalsJourneyUSA3DS-BigBlueBox;468025856;450U;1;1
621;Super Black Bass 3D;Rising Star Games;EUR;en,fr,de;CONTRAST;2048;CTR-ASBP;0004000000072100;A177D2C2;ctr-asbp;SuperBlackBass3DEUR3DS-CONTRAST;246123520;410E;1;1
622;Medarot Dual - Kuwagata Ver;Rocket Company;JPN;ja;BigBlueBox;4096;CTR-AQAJ;000400000009F000;719B0DF4;bbb-p-aqaj;MedarotDualKuwagataVerJPN3DS-BigBlueBox;379912192;510J;1;1
623;Project X Zone;Namco Bandai Games;USA;en;BigBlueBox;4096;CTR-AXXE;00040000000C6400;43BF979E;bbb-p-axxe;ProjectXZoneUSA3DS-BigBlueBox;519684608;440U;1;1
624;Finding Nemo - Escape to the Big Blue - Special Edition;Disney Interactive Studios;EUR;en,fr,de,it,es,nl;CONTRAST;4096;CTR-AF7P;00040000000B1E00;1297FA4E;ctr-af7p;FindingNemoEscapetotheBigBlueSpecialEditionEUR3DS-CONTRAST;443511296;410E;1;1
625;Puzzler World 2013;Maximum Games;USA;en,fr,es;BigBlueBox;1024;CTR-AZLE;00040000000D2700;F1BBFC4F;bbb-p-azle;PuzzlerWorld2013USA3DS-BigBlueBox;55460352;440U;1;1
626;Scribblenauts Unlimited ;Nintendo;EUR;en,fr,de,it,es,nl;BigBlueBox;4096;CTR-ASLP;00040000000A5B00;59359717;bbb-p-aslp1;ScribblenautsUnlimitedEUR3DS-BigBlueBox;519233536;620E;1;1
627;The Legend of Zelda - A Link Between Worlds DEMO;Nintendo;USA;en;BigBlueBox;1024;CTR-BZLE;0004000000113800;45FBBB0C;bbb-b-bzle;TheLegendofZeldaALinkBetweenWorldsDEMOUSA3DSINTERNAL-BigBlueBox;126885888;620U;2;1
628;Disney Planes;Disney Interactive;USA;en,fr,es;BigBlueBox;2048;CTR-APNE;00040000000B0800;1BA7354B;bbb-p-apne;DisneyPlanesUSA3DS-BigBlueBox;171466752;510U;1;1
629;Toshin Toshi - Girls Gift RPG;ImageEpoch;JPN;ja;BigBlueBox;8192;CTR-BTTJ;0004000000112000;EF0FADBC;bbb-p-bttj;ToshinToshiGirlsGiftRPGJPN3DS-BigBlueBox;937074688;620J;1;1
630;Disney Frozen - Olafs Quest;GameMill Entertainment;USA;en;BigBlueBox;1024;CTR-AEHE;00040000000F0E00;6AE61667;bbb-p-aehe;DisneyFrozenOlafsQuestUSA3DS-BigBlueBox;82554880;510U;1;1
631;The LEGO Movie Videogame;Warner Bros Games;USA;en,fr,es,pt;BigBlueBox;4096;CTR-AFJE;0004000000105A00;5443BF43;bbb-p-afje;TheLEGOMovieVideogameUSA3DS-BigBlueBox;466644992;620U;1;1
632;Fast and Furious - Showdown;Activision;USA;en,fr;BigBlueBox;4096;CTR-AFHE;00040000000B6200;0C66A93A;bbb-p-afhe;FastandFuriousShowdownUSA3DS-BigBlueBox;437170688;450U;1;1
633;Bravely Default;Nintendo;USA;en,fr,de,it,es,ja;BigBlueBox;32768;CTR-BTRE;00040000000FC500;0F123106;bbb-p-btre;BravelyDefaultUSA3DS-BigBlueBox;3504934912;620U;1;1
634;Sonic Lost World;SEGA;USA;en,fr,es;BigBlueBox;16384;CTR-ARVE;00040000000C8C00;E459B783;bbb-p-arve;SonicLostWorldUSA3DS-BigBlueBox;1342181376;510U;1;1
635;Brain Training 3D;Funbox Media;EUR;en,fr,de,it,es;VENOM;1024;CTR-AKTP;0004000000068900;F6705051;v-bt3d;Brain_Training_3D_3DS-VENOM;114302464;300E;1;1
636;PazuDora Z - Puzzle and Dragons Z;GungHo;JPN;ja;BigBlueBox;8192;CTR-AZGJ;00040000000C3900;FE3A24C5;bbb-p-azgj;PazuDoraZPuzzleandDragonsZJPN3DS-BigBlueBox;823910400;620J;1;1
637;Freakyforms Deluxe - Your Creations, Alive!;Nintendo;USA;en,fr,es;BigBlueBox;1024;CTR-ATQE;000400000009FA00;7FF479D9;bbb-p-atqe;FreakyformsDeluxeYourCreationsAliveUSA3DS-BigBlueBox;112456192;430U;1;1
638;Rise of the Guardians;D3 Publisher;USA;en,fr,es;BigBlueBox;1024;CTR-ARGE;00040000000B0400;4F237898;bbb-p-arge;RiseoftheGuardiansUSA3DS-BigBlueBox;115233280;410U;1;1
639;Travel Adventures with Hello Kitty;Bergsala Lightweight;USA;en;BigBlueBox;2048;CTR-AHKE;00040000000B0500;6F7DC737;bbb-p-ahke;TravelAdventuresWithHelloKittyUSA3DS-BigBlueBox;256328192;440U;1;1
640;Ben 10 - Omniverse;D3 Publisher;USA;en,fr,es;BigBlueBox;1024;CTR-ABVE;000400000009D000;3458AB9E;bbb-p-abve;Ben10OmniverseUSA3DS-BigBlueBox;121168384;410U;1;1
641;Girls Fashion Shoot;Rising Star Games;USA;en;BigBlueBox;2048;CTR-ANLE;00040000000B6300;9629BADC;bbb-p-anle;GirlsFashionShootUSA3DS-BigBlueBox;254328832;510U;1;1
642;LEGO Friends;Warner Bros Games;USA;en;BigBlueBox;4096;CTR-AZJE;00040000000EA700;313B6C79;bbb-p-azje;LEGOFriendsUSA3DS-BigBlueBox;394571776;510U;1;1
643;Puzzler World 2012 3D;Ubisoft;USA;en,fr,es;BigBlueBox;1024;CTR-APWE;0004000000052300;1E6053AE;bbb-p-apwe;PuzzlerWorld20123DUSA3DS-BigBlueBox;39246264;210U;1;1
644;Rollercoaster Tycoon 3D;Atari;USA;en;BigBlueBox;4096;CTR-AC8E;0004000000051200;CC969873;bbb-p-ac8e;RollerCoasterTycoon3DUSA3DS-BigBlueBox;333492224;210U;1;1
645;Inazuma Eleven 3 - Team Ogre Attacks!;Nintendo;EUR;en,fr,de;VENOM;16384;CTR-AXGP;00040000000F7F00;1C2D3360;v-ietoa;Inazuma_Eleven_3_Team_Ogre_Attacks_3DS-VENOM;1763180544;510E;1;1
646;Disney Infinity - Toy Box Challenge;Disney Interactive;USA;en,fr,es,pt;BigBlueBox;8192;CTR-ADYE;00040000000B9C00;2E25A9E8;bbb-p-adye;DisneyInfinityToyBoxChallengeUSA3DS-BigBlueBox;930041856;510U;1;1
647;Shin Megami Tensei - Devil Summoner - Soul Hackers;NIS America;EUR;en;BigBlueBox;16384;CTR-AHQP;00040000000F5500;4274BBE2;bbb-p-ahqp;ShinMegamiTenseiDevilSummonerSoulHackersEUR3DS-BigBlueBox;1968615424;510E;1;1
648;2 in 1 - Horses 3D My Foal 3D + My Riding Stables 3D - Rivals in the Saddle;DTP young ent;EUR;en,fr,de,it,es,nl,da,sv,nb;CONTRAST;2048;CTR-BMFP;0004000000111300;3B79E227;ctr-bmfp;2in1Horses3DEUR3DS-CONTRAST;195416064;620E;1;1
649;Girls Fashion Shoot;Rising Star Games;GER;en,de;ABSTRAKT;2048;CTR-ANLD;00040000000B6F00;F48FD3F1;as-gfs;Girls_Fashion_Shoot_EUR_MULTi2_3DS-ABSTRAKT;253562880;510E;1;1
650;Murder on the Titanic;Easy Interactive;EUR;en,fr,de,nl;CONTRAST;1024;CTR-AM8P;0004000000072B00;F8DA0DE2;ctr-am8p;MurderontheTitanicEUR3DS-CONTRAST;118124544;300E;1;1
651;Monster High - Skultimate Roller Maze;Little Orbit;USA;en,fr,es;BigBlueBox;1024;CTR-AH5E;00040000000AAB00;F60B6E7C;bbb-p-ah5e;MonsterHighSkultimateRollerMazeUSA3DS-BigBlueBox;122147328;440U;1;1
652;NCIS 3D;Ubisoft;USA;en,fr,es;BigBlueBox;1024;CTR-ANCE;0004000000047D00;6FE11474;bbb-p-ance;NCIS3DUSA3DS-BigBlueBox;93415936;110U;1;1
653;Jewel Master - Cradle of Egypt 2 3D;Rising Star Games;USA;en,fr,es;BigBlueBox;1024;CTR-AJEE;00040000000B4400;059694BA;bbb-p-ajee;JewelMasterCradleofEgypt23DUSA3DS-BigBlueBox;123474432;440U;1;1
654;One Piece - Romance Dawn;Namco Bandai Games;USA;en,fr,es;BigBlueBox;8192;CTR-BRDZ;0004000000116A00;3CB89E2A;bbb-p-brdz;OnePieceRomanceDawnUSA3DS-BigBlueBox;984391680;620U;1;1
655;Spy Hunter;Warner Bros Games;USA;en,fr,es;BigBlueBox;4096;CTR-AHEE;000400000009C900;AF3DA81A;bbb-p-ahee;SpyHunterUSA3DS-BigBlueBox;472723968;410U;1;1
656;The Croods - Prehistoric Party!;D3 Publisher;USA;en,fr,es;BigBlueBox;1024;CTR-AQRE;00040000000B9B00;41F74CD8;bbb-p-aqre;TheCroodsPrehistoricPartyUSA3DS-BigBlueBox;110264832;440U;1;1
657;Mahjong 3D - Warriors of the Emperor;TREVA Entertainment GmbH;USA;en;BigBlueBox;1024;CTR-AMZE;000400000007A700;CCC07457;bbb-p-amze;Mahjong3DWarriorsoftheEmperorUSA3DS-BigBlueBox;84312064;210U;1;1
658;MapleStory - The Girls Fate;Nexon;KOR;ko;BigBlueBox;4096;CTR-BMPK;00040000000E6000;9AEA2F43;bbb-p-bmpk;MapleStoryTheGirlsFateKOR3DS-BigBlueBox;496652800;440K;1;1
659;Imagine Babyz;Ubisoft;USA;en,fr,es;BigBlueBox;2048;CTR-ABAE;000400000004C300;27538224;bbb-p-abae;ImagineBabyz3DUSA3DS-BigBlueBox;228393472;300U;1;1
660;Naruto Powerful Shippuden;Namco Bandai Games;USA;en,fr,es;BigBlueBox;4096;CTR-AN4E;000400000003CF00;7DA4E1CF;bbb-p-an4e;NarutoPowerfulShippudenUSA3DS-BigBlueBox;435896832;440U;1;1
661;Sonic and All-Stars Racing Transformed;SEGA;USA;en,fr,es;BigBlueBox;8192;CTR-ALLE;00040000000B3500;A7BE2653;bbb-p-alle;SonicandAllStarsRacingTransformedUSA3DS-BigBlueBox;886821376;440U;1;1
662;Cloudy With a Chance of Meatballs 2;GameMill Entertainment;USA;en;BigBlueBox;1024;CTR-AD5E;00040000000E6A00;CABD799F;bbb-p-ad5e;CloudyWithAChanceofMeatballs2USA3DS-BigBlueBox;91754496;510U;1;1
663;Doodle Jump Adventures;Avanquest Software;EUR;en,fr,de,it,nl;ABSTRAKT;1024;CTR-AEGZ;0004000000109000;F545899F;as-dja;Doodle_Jump_Adventures_EUR_MULTi5_3DS-ABSTRAKT;109461504;510E;1;1
664;Jewel Master - Cradle Of Rome 2;Rising Star Games;USA;en,fr,es;BigBlueBox;1024;CTR-AJLE;000400000009D100;27EC5583;bbb-p-ajle;JewelMasterCradleofRome2USA3DS-BigBlueBox;123286528;300U;1;1
665;Nintendogs + Cats DEMO;Nintendo;USA;en,fr,es;BigBlueBox;4096;CTR-ADAE;0004000000046200;BC4CC0D5;bbb-b-adae;NintendogsplusCatsDEMOUSA3DSINTERNAL-BigBlueBox;278819328;100U;2;1
666;Senran Kagura Burst;Marvelous AQL Europe;EUR;en;BigBlueBox;16384;CTR-AVHP;00040000000F4500;21993ECB;bbb-p-avhp;SenranKaguraBurstEUR3DS-BigBlueBox;1854689280;510E;1;1
667;Bibi und Tina - Das Spiel zum Film;KIDDINX;EUR;de;ABSTRAKT;1024;CTR-BBTD;0004000000116000;62B45129;as-btszf;Bibi_und_Tina_Das_Spiel_zum_Film_GER_3DS-ABSTRAKT;124559360;620E;1;1
668;Fifa 14;Electronic Arts Inc;USA;en,fr,es;BigBlueBox;16384;CTR-AFYE;00040000000DEA00;FFA331AA;bbb-p-afye;Fifa14USA3DS-BigBlueBox;1663627264;510U;1;1
669;Deer Drive Legends;Maximum Games;USA;en,fr,es;BigBlueBox;1024;CTR-AD2E;0004000000061F00;58F94BF5;bbb-p-ad2e;DeerDriveLegendsUSA3DS-BigBlueBox;87778816;300U;1;1
670;Professor Layton and the Azran Legacy;Nintendo;USA;en;BigBlueBox;8192;CTR-AL6E;00040000000F2F00;CE3C7AED;bbb-p-al6e;ProfessorLaytonandtheAzranLegacyUSA3DS-BigBlueBox;983674880;620U;1;1
671;Sternenschweif 3D - Das Geheimnis im Zauberwald;USM;GER;de;ABSTRAKT;1024;CTR-BSCD;000400000011C300;92126F58;as-sdgiz;Sternenschweif_3D_Das_Geheimnis_im_Zauberwald_GER_3DS-ABSTRAKT;90324992;620E;1;1
672;Life with Horses 3D;TREVA Entertainment GmbH;EUR;en,fr,de,it,es,nl;ABSTRAKT;1024;CTR-BMGP;0004000000111500;B95D8764;as-lwh;Life_with_Horses_3D_3DS-ABSTRAKT;92323840;620E;1;1
673;Yoshis New Island;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;CONTRAST;4096;CTR-ATAP;0004000000111C00;F375AEAA;ctr-atap;YoshisNewIslandEUR3DS-CONTRAST;472711168;710E;1;1
674;Fifa 12;Electronic Arts;GER;de,it,es;ABSTRAKT;16384;CTR-AF2D;0004000000044800;677B4957;as-f12;FIFA_12_EUR_MULTi3_3DS-ABSTRAKT;1607857664;210E;1;1
675;Hoshi no Kirby - Triple Deluxe;Nintendo;JPN;ja;BigBlueBox;8192;CTR-BALJ;000400000010BE00;3CC1D5DB;bbb-p-balj;HoshinoKirbyTripleDeluxeJPN3DS-BigBlueBox;646987776;620J;1;1
676;Magi - Aratanaru Sekai;Bandai Namco Games;JPN;ja;BigBlueBox;8192;CTR-BNWJ;0004000000112800;68605BCA;bbb-p-bnwj;MagiAratanaruSekaiJPN3DS-BigBlueBox;821735424;620J;1;1
677;Dragon Quest Monsters 2 - Iru to Ruka no Fushigi na Fushigi na Kagi;Square Enix;JPN;ja;BigBlueBox;16384;CTR-BDMJ;00040000000CF500;CCE7F62F;bbb-p-bdmj;DragonQuestMonsters2IrutoLucanoFushiginaFushiginaKagiJPN3DS-BigBlueBox;1936277504;620J;1;1
678;Yoshis New Island;Nintendo;USA;en,fr,es;BigBlueBox;4096;CTR-ATAE;0004000000111B00;A06C3CCA;bbb-p-atae;YoshisNewIslandUSA3DS-BigBlueBox;467869696;710U;1;1
679;HarmoKnight;Nintendo;EUR;en,fr,de,it,es;BigBlueBox;4096;CTR-AQ7P;00040000000C2E00;B7B74EA4;bbb-p-aq7p;HarmoKnightEUR3DS-BigBlueBox;276582400;410E;4;1
680;Phoenix Wright - Ace Attorney - Dual Destinies;Capcom;EUR;en;BigBlueBox;8192;CTR-AGKP;00040000000F1E00;EC407ACC;bbb-n-agkp;PhoenixWrightAceAttorneyDualDestiniesEUR3DS-BigBlueBox;580575232;410E;4;1
681;Disney Epic Mickey - Power of Illusion;Disney Interactive Studios;EUR;en,da,sv,nb;ABSTRAKT;4096;CTR-AECX;00040000000B0B00;1F066A53;as-empoi;Disney_Epic_Mickey_Power_of_Illusion_EUR_MULTi4_3DS-ABSTRAKT;327188992;410E;1;1
682;Disney Planes;Disney Interactive Studios;NLD;en,da,sv,nb,fi;ABSTRAKT;2048;CTR-APNZ;00040000000DD100;CA31F81F;as-dnpn;Disney_Planes_EUR_MULTi5_3DS-ABSTRAKT;203059200;510E;1;1
683;Pro Evolution Soccer 2013 3D;Konami;EUR;en,sv,nb,ru,tr;ABSTRAKT;8192;CTR-AWTP;00040000000B0000;9DA604B0;as-pes13n;Pro_Evolution_Soccer_2013_3D_EUR_MULTi5_3DS-ABSTRAKT;677638656;430E;1;1
684;Finding Nemo - Escape to the Big Blue - Special Edition;Disney Interactive Studios;EUR;en,da,sv,nb;ABSTRAKT;4096;CTR-AF7X;00040000000B1F00;6F675AF4;as-fnebb;Finding_Nemo_Escape_to_the_Big_Blue_Special_Edition_EUR_MULTi4_3DS-ABSTRAKT;443646464;410E;1;1
685;Cars 2;Disney Interactive Studios;EUR;en,da,sv,nb,fi;ABSTRAKT;2048;CTR-AAZZ;000400000006D600;92EEA299;as-c2n;Cars_2_EUR_MULTi5_3DS-ABSTRAKT;166571008;210E;1;1
686;4 Elements;MSL;EUR;en,fr,de,nl;CONTRAST;1024;CTR-AELP;000400000006D900;33506EFC;ctr-aelp;4ElementsEUR3DS-CONTRAST;118837248;300E;1;1
687;Poke Transporter;Nintendo;EUR;en,fr,de,it,es,ja,ko;BigBlueBox;0;CTR-NLMA;00040000000C9C00;3D267685;bbb-n-nlma;PokeTransporter3DSWare3DS-BigBlueBox;28023104;710;3;1
688;Pokemon Bank;Nintendo;WLD;en,fr,de,it,es,ja,ko;BigBlueBox;0;CTR-JTTA;00040000000C9B00;BD0D1BB4;bbb-n-jtta;PokemonBank3DSWare3DS-BigBlueBox;30615872;710;3;1
689;Pokemon X Update 12;Nintendo;WLD;en,fr,de,it,es,ja,ko;BigBlueBox;0;CTR-EKJA;0004000E00055D00;5D61D3B3;bbb-u-ekja;PokemonXUpdateData123DSWare3DS-BigBlueBox;30361856;610;3;2
690;Pokemon Y Update 12;Nintendo;WLD;en,fr,de,it,es,ja,ko;BigBlueBox;0;CTR-EK2A;0004000E00055E00;0E2FFAB0;bbb-u-ek2a;PokemonYUpdateData123DSWare3DS-BigBlueBox;30361856;610;3;2
691;Madagascar 3 - Europes Most Wanted and The Croods - Prehistoric Party! Combo Pack;D3 Publisher;EUR;en,fr,de,it,es;BigBlueBox;2048;CTR-AGCP;0004000000105500;8B4EA11E;bbb-p-agcp;Madagascar3TheCroodsComboPackEUR3DS-BigBlueBox;174489600;510E;1;1
692;Monster Hunter 3 Ultimate Data Transfer Program;Nintendo;EUR;en,fr,de,it,es;BigBlueBox;0;CTR-JMUP;00040000000C7100;A3C164B0;bbb-n-jmup;MonsterHunter3UltimateDataTransferProgramEUR3DSWare3DS-BigBlueBox;13281600;410E;3;1
693;Mutant Mudds DEMO;Nintendo;EUR;en;BigBlueBox;41;CTR-JMDP;00040002000A5401;8F497C21;bbb-t-jmdp;MutantMuddsDEMOEUR3DSWare3DSINTERNAL-BigBlueBox;5060928;300E;3;1
